id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,number_of_reviews_ltm,type,stay_category
27934,Ratchathewi,13.75983,100.54134,Entire home/apt,1905,3,65,0,popular,short-term
27979,Bang Na,13.66818,100.61674,Private room,1316,1,0,0,not booked,short-term
28745,Bang Kapi,13.75232,100.62402,Private room,800,60,0,0,not booked,long-term
35780,Din Daeng,13.78823,100.57256,Private room,1286,7,2,1,booked,medium-term
941865,Bang Kapi,13.76872,100.63338,Private room,1905,1,0,0,not booked,short-term
1704776,Bang Kho laen,13.69757,100.5288,Entire home/apt,1000,250,19,0,booked,long-term
48736,Rat Burana,13.68556,100.49535,Private room,1558,3,1,0,booked,short-term
1738669,Chatu Chak,13.82925,100.56737,Entire home/apt,1461,1,0,0,not booked,short-term
1744248,Chatu Chak,13.81693,100.56433,Entire home/apt,1558,3,10,0,booked,short-term
952677,Khlong San,13.7204,100.50757,Private room,700,2,4,0,booked,short-term
55681,Bang Rak,13.71934,100.5176,Private room,1150,2,27,0,booked,short-term
1765918,Phaya Thai,13.77486,100.54272,Entire home/apt,1893,15,129,1,popular,long-term
55686,Sathon,13.71802,100.51539,Hotel room,1862,2,208,0,popular,short-term
59221,Din Daeng,13.77941,100.57383,Entire home/apt,910,2,3,0,booked,short-term
959254,Khlong Toei,13.71516,100.56806,Entire home/apt,1400,30,0,0,not booked,long-term
62217,Phaya Thai,13.79152,100.53982,Private room,4156,1,0,0,not booked,short-term
1791481,Khlong Toei,13.70719,100.59936,Entire home/apt,1577,30,78,0,popular,long-term
66046,Chatu Chak,13.82298,100.56484,Entire home/apt,122594,2,9,0,booked,short-term
105042,Khlong Toei,13.73378,100.56303,Entire home/apt,5680,28,148,0,popular,long-term
1793000,Vadhana,13.74668,100.56137,Entire home/apt,5034,21,287,3,popular,long-term
960858,Sai Mai,13.9077,100.64473,Private room,1500,1,0,0,not booked,short-term
113744,Rat Burana,13.68568,100.49231,Private room,1385,30,0,0,not booked,long-term
965722,Vadhana,13.74444,100.57003,Private room,3775,30,3,0,booked,long-term
1808600,Khlong Toei,13.72097,100.57823,Entire home/apt,2078,60,83,0,popular,long-term
118118,Khlong Toei,13.70441,100.59968,Entire home/apt,1732,2,3,0,booked,short-term
1816517,Ratchathewi,13.75351,100.53308,Entire home/apt,2000,27,76,0,popular,long-term
969792,Ratchathewi,13.7547,100.53268,Entire home/apt,3082,1,0,0,not booked,short-term
121410,Bang Kapi,13.76747,100.63287,Private room,1190,1,0,0,not booked,short-term
145343,Lat Krabang,13.721868,100.771713,Private room,1329,1,28,13,booked,short-term
973830,Bangkok Yai,13.73292,100.46413,Private room,2078,1,76,0,popular,short-term
156583,Bang Rak,13.7285,100.52313,Entire home/apt,1176,7,63,2,popular,medium-term
1823321,Wang Thong Lang,13.78938,100.6134,Private room,600,1,0,0,not booked,short-term
159854,Vadhana,13.74293,100.55603,Entire home/apt,1659,3,212,7,popular,short-term
976690,Phaya Thai,13.77931,100.54262,Entire home/apt,1400,15,90,2,popular,long-term
978531,Sathon,13.72291,100.53759,Entire home/apt,5429,2,3,0,booked,short-term
166267,Bang Rak,13.72733,100.52555,Entire home/apt,1843,7,71,5,popular,medium-term
169285,Huai Khwang,13.78118,100.58349,Private room,1316,1,0,0,not booked,short-term
978969,Vadhana,13.73224,100.57803,Entire home/apt,1870,4,5,0,booked,medium-term
1842066,Bang Rak,13.72287,100.51678,Private room,2500,180,15,0,booked,long-term
169514,Vadhana,13.74464,100.55784,Entire home/apt,1732,90,0,0,not booked,long-term
1849029,Vadhana,13.7137,100.59637,Entire home/apt,1300,30,7,0,booked,long-term
1862089,Sathon,13.72062,100.54707,Entire home/apt,1200,1,419,1,popular,short-term
985743,Sathon,13.71803,100.54654,Private room,3500,3,0,0,not booked,short-term
988373,Phasi Charoen,13.73122,100.46228,Entire home/apt,1795,1,95,10,popular,short-term
172332,Bang Sue,13.83148,100.52102,Entire home/apt,1000,3,21,0,booked,short-term
1016487,Chatu Chak,13.82148,100.58326,Private room,350,30,0,0,not booked,long-term
1862331,Sathon,13.72073,100.5469,Entire home/apt,1450,1,268,7,popular,short-term
1862377,Sathon,13.72063,100.54694,Entire home/apt,1200,1,310,9,popular,short-term
185364,Nong Chok,13.779,100.83671,Entire home/apt,8658,1,0,0,not booked,short-term
1887544,Sathon,13.72096,100.52911,Entire home/apt,3757,2,118,12,popular,short-term
1888303,Khlong Toei,13.73782,100.55179,Entire home/apt,1490,5,11,0,booked,medium-term
1019241,Bang Rak,13.72687,100.52725,Entire home/apt,2701,30,104,0,popular,long-term
241416,Phra Khanong,13.70169,100.5977,Private room,2251,3,0,0,not booked,short-term
1026451,Sathon,13.71192,100.51535,Entire home/apt,866,2,472,29,popular,short-term
1028469,Sathon,13.71602,100.52663,Private room,2696,1,0,0,not booked,short-term
1028486,Sathon,13.71798,100.52841,Private room,1736,1,4,0,booked,short-term
1035589,Thawi Watthana,13.79274,100.33377,Private room,1800,2,1,1,booked,short-term
1035640,Thawi Watthana,13.79315,100.33356,Private room,1800,2,0,0,not booked,short-term
1897982,Lat Krabang,13.72141,100.72946,Entire home/apt,1558,1,43,0,popular,short-term
296960,Chatu Chak,13.80926,100.56892,Entire home/apt,900,358,56,0,popular,long-term
1898332,Bang Na,13.67805,100.62451,Private room,400,180,0,0,not booked,long-term
313459,Khlong Toei,13.71513,100.5683,Private room,2226,1,0,0,not booked,short-term
1052180,Bang Kho laen,13.69947,100.52726,Entire home/apt,890,2,29,4,booked,short-term
1926489,Bang Na,13.67998,100.61074,Entire home/apt,1500,29,0,0,not booked,long-term
320014,Khlong Toei,13.7281,100.57318,Entire home/apt,1732,30,67,1,popular,long-term
1933894,Pra Wet,13.70004,100.6787,Entire home/apt,3394,5,3,2,booked,medium-term
1057173,Bang Na,13.67991,100.61055,Entire home/apt,922,14,170,5,popular,medium-term
1060320,Khlong San,13.72214,100.50752,Shared room,350,1,12,0,booked,short-term
384924,Ratchathewi,13.74902,100.55652,Entire home/apt,866,90,94,1,popular,long-term
1067748,Sathon,13.71498,100.53312,Private room,1543,1,40,10,popular,short-term
1077493,Bang Rak,13.72825,100.53774,Entire home/apt,1589,1,36,1,popular,short-term
1943048,Chatu Chak,13.81694,100.56451,Entire home/apt,1271,1,293,19,popular,short-term
385130,Sathon,13.72062,100.54707,Entire home/apt,800,1,396,0,popular,short-term
385278,Rat Burana,13.68426,100.49841,Private room,1558,1,0,0,not booked,short-term
385979,Khlong San,13.71905,100.50414,Entire home/apt,1747,30,80,0,popular,long-term
390611,Khlong Toei,13.74052,100.55237,Entire home/apt,797,1,189,13,popular,short-term
1947314,Vadhana,13.71012,100.60281,Entire home/apt,6926,1,1,0,booked,short-term
1079039,Huai Khwang,13.75224,100.58979,Entire home/apt,1169,15,0,0,not booked,long-term
1086843,Phra Nakhon,13.75135,100.49447,Shared room,5195,1,0,0,not booked,short-term
393066,Sathon,13.72062,100.54707,Entire home/apt,829,1,430,10,popular,short-term
397449,Sathon,13.71782,100.51622,Private room,950,1,39,2,popular,short-term
405662,Vadhana,13.73816,100.56495,Entire home/apt,1400,28,32,5,booked,long-term
1088343,Vadhana,13.7104,100.60171,Entire home/apt,2355,30,19,0,booked,long-term
1094136,Bang Kho laen,13.69949,100.52725,Entire home/apt,980,2,18,1,booked,short-term
1961981,Sathon,13.72157,100.54509,Shared room,330,1,82,0,popular,short-term
407381,Vadhana,13.73675,100.57191,Entire home/apt,3740,7,18,1,booked,medium-term
1975849,Phaya Thai,13.79128,100.54935,Entire home/apt,1000,5,29,4,booked,medium-term
1133843,Thon buri,13.72646255738608,100.49129336748284,Private room,800,1,0,0,not booked,short-term
413824,Sathon,13.72062,100.54707,Entire home/apt,800,1,325,0,popular,short-term
428360,Yan na wa,13.69673,100.53202,Entire home/apt,1143,200,35,0,popular,long-term
428421,Bang Kho laen,13.69935,100.52723,Entire home/apt,700,365,40,0,popular,long-term
428907,Bang Kho laen,13.69977,100.52652,Entire home/apt,831,365,14,0,booked,long-term
428950,Bang Kho laen,13.698,100.52886,Entire home/apt,790,1,127,5,popular,short-term
430691,Bang Kho laen,13.70068,100.5228,Entire home/apt,720,365,26,0,booked,long-term
430703,Bang Kho laen,13.69925,100.52624,Entire home/apt,890,1,48,3,popular,short-term
430706,Bang Kho laen,13.70086,100.52276,Entire home/apt,1211,365,8,0,booked,long-term
432004,Sathon,13.71922,100.5255,Private room,1736,1,14,0,booked,short-term
439051,Yan na wa,13.67317,100.54406,Hotel room,1558,2,120,0,popular,short-term
1138679,Suanluang,13.71119,100.63334,Entire home/apt,970,21,1,0,booked,long-term
1976962,Yan na wa,13.70497,100.55134,Private room,2500,1,0,0,not booked,short-term
449782,Bang Kho laen,13.69832,100.52434,Entire home/apt,929,1,60,1,popular,short-term
449826,Bang Kho laen,13.70218,100.52254,Entire home/apt,670,2,38,0,popular,short-term
450464,Bang Kho laen,13.70039,100.52806,Entire home/apt,720,1,40,3,popular,short-term
527553,Chatu Chak,13.82841,100.57103,Entire home/apt,1004,2,24,0,booked,short-term
1980886,Phra Khanong,13.6937,100.59897,Entire home/apt,1385,3,0,0,not booked,short-term
1982413,Sathon,13.71278,100.5156,Entire home/apt,811,2,404,19,popular,short-term
1986193,Vadhana,13.72873,100.58039,Entire home/apt,2000,7,6,1,booked,medium-term
2018775,Sathon,13.720317,100.54586,Private room,1629,4,4,4,booked,medium-term
2064413,Sathon,13.71659,100.51588,Private room,835,1,0,0,not booked,short-term
2065054,Sathon,13.71655,100.51384,Private room,926,1,1,0,booked,short-term
2065536,Sathon,13.71496,100.51406,Private room,866,1,0,0,not booked,short-term
2065699,Sathon,13.718,100.51573,Private room,650,1,0,0,not booked,short-term
2067731,Sathon,13.71662,100.51572,Shared room,866,1,2,0,booked,short-term
1141969,Bang Rak,13.72687,100.52326,Entire home/apt,5887,30,8,0,booked,long-term
1151862,Don Mueang,13.9277,100.58757,Private room,1250,1,0,0,not booked,short-term
1160838,Phaya Thai,13.7736,100.54079,Entire home/apt,2571,3,109,56,popular,short-term
1187726,Phaya Thai,13.77808,100.5416,Entire home/apt,1000,120,18,0,booked,long-term
534241,Chatu Chak,13.80994,100.5651,Entire home/apt,4156,30,0,0,not booked,long-term
1206077,Phaya Thai,13.77776,100.54353,Entire home/apt,3847,9,34,0,popular,medium-term
1208204,Vadhana,13.73757,100.55996,Entire home/apt,1485,3,206,20,popular,short-term
2068795,Dusit,13.77537,100.52383,Entire home/apt,2814,1,271,2,popular,short-term
580270,Sathon,13.72062,100.54707,Entire home/apt,707,1,93,11,popular,short-term
581755,Bang Kapi,13.75056,100.60844,Private room,1316,5,1,0,booked,medium-term
2068972,Bang Rak,13.72225,100.51642,Private room,2061,30,11,0,booked,long-term
2069445,Bang Rak,13.72221,100.51568,Private room,2061,30,3,0,booked,long-term
2070131,Phra Khanong,13.69821,100.60626,Entire home/apt,600,120,77,2,popular,long-term
605314,Sathon,13.72061,100.54706,Entire home/apt,750,1,426,10,popular,short-term
1218098,Lak Si,13.88974,100.56257,Private room,800,1,27,0,booked,short-term
605343,Sathon,13.72062,100.54709,Entire home/apt,693,1,224,4,popular,short-term
1218842,Phaya Thai,13.78148,100.54868,Private room,1088,2,1,0,booked,short-term
608624,Thon buri,13.71699,100.4783,Entire home/apt,2000,7,0,0,not booked,medium-term
688013,Bang Na,13.67926,100.61655,Entire home/apt,808,29,147,2,popular,long-term
691478,Phaya Thai,13.78887,100.56009,Entire home/apt,500,30,4,0,booked,long-term
715652,Din Daeng,13.78777,100.56551,Entire home/apt,866,1,6,0,booked,short-term
1227663,Parthum Wan,13.74088,100.54102,Entire home/apt,3097,12,120,1,popular,medium-term
2071610,Phaya Thai,13.78686,100.54951,Entire home/apt,850,30,14,0,booked,long-term
722291,Sathon,13.72109,100.53915,Entire home/apt,1212,300,35,3,popular,long-term
2075095,Phra Nakhon,13.76473,100.49718,Entire home/apt,935,30,34,1,popular,long-term
1235695,Phaya Thai,13.78761,100.55319,Entire home/apt,623,365,0,0,not booked,long-term
722660,Sathon,13.70644,100.52544,Entire home/apt,1212,21,0,0,not booked,long-term
1244333,Phaya Thai,13.79221,100.54631,Private room,399,1,33,0,popular,short-term
2076867,Chatu Chak,13.79844,100.55726,Entire home/apt,591,365,0,0,not booked,long-term
2077641,Bang Rak,13.72007,100.51711,Private room,1300,30,3,0,booked,long-term
2077825,Bang Rak,13.72063,100.51611,Private room,1300,30,0,0,not booked,long-term
723070,Sathon,13.72075,100.53993,Entire home/apt,1558,21,2,0,booked,long-term
729015,Khlong San,13.72077,100.51202,Entire home/apt,3281,360,37,0,popular,long-term
2084034,Vadhana,13.73332,100.57099,Entire home/apt,2220,21,58,2,popular,long-term
1255386,Dusit,13.77073,100.50478,Private room,7500,1,0,0,not booked,short-term
1296322,Sathon,13.71425,100.51332,Entire home/apt,703,1,206,6,popular,short-term
736372,Vadhana,13.74283,100.58651,Entire home/apt,1974,180,0,0,not booked,long-term
1302302,Sathon,13.72027,100.52851,Entire home/apt,3757,2,135,3,popular,short-term
1316688,Khlong Toei,13.72242,100.57962,Entire home/apt,1489,30,81,3,popular,long-term
742497,Samphanthawong,13.73989,100.50179,Private room,1732,5,1,0,booked,medium-term
1323380,Vadhana,13.74618,100.55168,Private room,9600,28,1,0,booked,long-term
1338281,Sathon,13.71506,100.51319,Entire home/apt,1100,100,117,0,popular,long-term
1338489,Sathon,13.7133,100.51337,Entire home/apt,1100,1,146,0,popular,short-term
2112940,Suanluang,13.72383,100.61609,Entire home/apt,1306,28,2,0,booked,long-term
2118606,Phaya Thai,13.78064,100.54393,Entire home/apt,1385,3,7,0,booked,short-term
2124717,Suanluang,13.7234,100.61828,Entire home/apt,1212,10,10,0,booked,medium-term
742693,Khlong Toei,13.72062,100.58019,Entire home/apt,1732,2,0,0,not booked,short-term
2130543,Bang Kho laen,13.7016,100.50262,Entire home/apt,4800,2,18,0,booked,short-term
2133513,Suanluang,13.72158,100.61654,Entire home/apt,999,10,11,2,booked,medium-term
768019,Vadhana,13.73668,100.56693,Entire home/apt,4156,28,4,0,booked,long-term
801844,Bang Kapi,13.75878,100.64988,Entire home/apt,519,4,1,0,booked,medium-term
808870,Khlong Toei,13.73684,100.55488,Private room,1500,7,0,0,not booked,medium-term
2135883,Bang Rak,13.72543,100.53838,Entire home/apt,5195,3,95,14,popular,short-term
1341114,Bang Na,13.67826,100.60592,Entire home/apt,1750,28,0,0,not booked,long-term
811670,Din Daeng,13.78499,100.56958,Entire home/apt,2000,2,26,2,booked,short-term
1341890,Huai Khwang,13.74538,100.59943,Entire home/apt,888,7,53,7,popular,medium-term
818612,Bang Sue,13.83148,100.52151,Entire home/apt,1000,3,7,0,booked,short-term
822214,Bang Sue,13.83148,100.52307,Entire home/apt,1200,3,21,1,booked,short-term
2162578,Bang Rak,13.72425,100.53087,Entire home/apt,2147,5,101,10,popular,medium-term
851956,Khlong Toei,13.70486,100.60152,Entire home/apt,850,21,33,1,popular,long-term
1344388,Din Daeng,13.77126,100.57088,Private room,1200,2,0,0,not booked,short-term
1350390,Sathon,13.71628,100.51238,Entire home/apt,950,1,109,5,popular,short-term
852063,Sathon,13.71972,100.54924,Entire home/apt,1693,30,25,4,booked,long-term
1353517,Khlong Toei,13.72393,100.57647,Entire home/apt,3300,5,26,9,booked,medium-term
1394285,Suanluang,13.73789,100.64271,Private room,850,1,8,1,booked,short-term
1395513,Suanluang,13.73613,100.64319,Private room,1050,1,0,0,not booked,short-term
1400351,Bueng Kum,13.78327,100.67124,Private room,700,1,3,0,booked,short-term
1404697,Bang Phlat,13.80698,100.5121,Private room,1050,1,0,0,not booked,short-term
1405480,Bang Phlat,13.80657,100.51192,Private room,1050,1,0,0,not booked,short-term
1406065,Bang Phlat,13.80685,100.5125,Private room,1050,1,0,0,not booked,short-term
2166902,Sathon,13.71663,100.52864,Entire home/apt,868,4,97,11,popular,medium-term
2175246,Wang Thong Lang,13.77933,100.61957,Private room,4873,1,0,0,not booked,short-term
852308,Bang Rak,13.7318,100.52351,Private room,980,1,0,0,not booked,short-term
2199975,Chatu Chak,13.82824,100.56594,Entire home/apt,1054,28,20,0,booked,long-term
2206432,Huai Khwang,13.74742,100.56678,Entire home/apt,1020,29,12,3,booked,long-term
2234748,Suanluang,13.72347,100.61812,Entire home/apt,1004,10,6,0,booked,medium-term
854660,Nong Chok,13.77672,100.83851,Entire home/apt,8658,1,1,0,booked,short-term
1412787,Khlong San,13.72174,100.50769,Entire home/apt,1635,3,88,8,popular,short-term
856426,Nong Chok,13.77624,100.83931,Entire home/apt,3463,2,1,0,booked,short-term
858311,Khlong San,13.72135,100.508,Entire home/apt,7929,2,256,43,popular,short-term
858338,Sathon,13.72065,100.54713,Entire home/apt,850,1,278,10,popular,short-term
861105,Bang Sue,13.83235,100.5228,Entire home/apt,1500,3,37,0,popular,short-term
863341,Yan na wa,13.67907,100.52887,Entire home/apt,935,28,26,0,booked,long-term
2262721,Din Daeng,13.78588,100.56957,Entire home/apt,1504,2,167,5,popular,short-term
863669,Khlong San,13.72162,100.5075,Entire home/apt,2251,7,91,2,popular,medium-term
866152,Bang Sue,13.82955,100.52119,Entire home/apt,1000,3,0,0,not booked,short-term
866329,Bang Rak,13.72479,100.53039,Private room,728,21,11,4,booked,long-term
2266425,Khlong Toei,13.71166,100.59326,Entire home/apt,1143,360,31,0,booked,long-term
869715,Khlong Toei,13.7142,100.59233,Entire home/apt,866,120,0,0,not booked,long-term
2279684,Ratchathewi,13.74978,100.53301,Entire home/apt,1009,3,113,3,popular,short-term
881208,Bang Rak,13.72386,100.52563,Private room,800,180,0,0,not booked,long-term
888304,Chatu Chak,13.83028,100.57065,Entire home/apt,866,4,9,0,booked,medium-term
889909,Bang Na,13.65979,100.60643,Private room,700,1,4,0,booked,short-term
2286703,Sathon,13.72074,100.54712,Entire home/apt,800,1,192,0,popular,short-term
2294502,Sathon,13.72062,100.54707,Entire home/apt,609,1,156,7,popular,short-term
1419797,Parthum Wan,13.74381,100.54792,Entire home/apt,2250,7,92,8,popular,medium-term
904353,Suanluang,13.73693,100.61644,Private room,1004,2,0,0,not booked,short-term
906203,Bang Na,13.65441,100.64548,Private room,797,1,0,0,not booked,short-term
1420577,Khlong San,13.71847,100.50914,Entire home/apt,3067,45,2,0,booked,long-term
1421233,Khlong San,13.71672,100.5092,Entire home/apt,1286,5,75,0,popular,medium-term
1444053,Chatu Chak,13.79616,100.56478,Private room,1636,2,0,0,not booked,short-term
2297767,Huai Khwang,13.79216,100.57502,Entire home/apt,540,28,25,3,booked,long-term
2300491,Phra Khanong,13.69784,100.60635,Entire home/apt,999,5,103,13,popular,medium-term
907553,Ratchathewi,13.75409,100.53552,Entire home/apt,3587,7,0,0,not booked,medium-term
2321290,Khlong Toei,13.73606,100.55934,Entire home/apt,1845,3,129,0,popular,short-term
2332282,Phra Khanong,13.70396,100.60281,Entire home/apt,1264,180,27,1,booked,long-term
909514,Vadhana,13.73958,100.5865,Entire home/apt,4720,2,252,0,popular,short-term
1452584,Vadhana,13.73862,100.585,Private room,1049,3,1,0,booked,short-term
915293,Parthum Wan,13.74551,100.54235,Entire home/apt,3500,5,1,1,booked,medium-term
1453230,Vadhana,13.7214,100.58484,Private room,1758,1,0,0,not booked,short-term
2343774,Saphan Sung,13.76276,100.69127,Entire home/apt,1000,1,0,0,not booked,short-term
920116,Suanluang,13.73786,100.64065,Entire home/apt,1351,30,11,0,booked,long-term
923795,Khlong Toei,13.72468,100.56838,Private room,3000,1,0,0,not booked,short-term
2360167,Bang Rak,13.72004,100.5186,Entire home/apt,5500,2,25,7,booked,short-term
2368241,Ratchathewi,13.75156,100.52988,Entire home/apt,1336,5,77,0,popular,medium-term
2368635,Bang Rak,13.7319,100.52255,Private room,1800,30,6,0,booked,long-term
2368771,Bang Rak,13.732,100.52294,Private room,2100,30,3,1,booked,long-term
2375378,Bang Rak,13.7332,100.52094,Private room,3900,30,1,1,booked,long-term
1457235,Bang Kho laen,13.69945,100.52725,Entire home/apt,950,2,7,1,booked,short-term
933070,Min Buri,13.78318,100.74785,Private room,1620,30,0,0,not booked,long-term
933092,Min Buri,13.78115,100.7482,Private room,1620,1,0,0,not booked,short-term
936765,Phra Khanong,13.68469,100.60719,Entire home/apt,1290,30,2,0,booked,long-term
1463101,Phaya Thai,13.78519,100.5496,Entire home/apt,2000,1,8,1,booked,short-term
1485092,Suanluang,13.72219,100.6145,Entire home/apt,1004,10,2,0,booked,medium-term
1485265,Suanluang,13.71916,100.63024,Entire home/apt,1004,10,9,0,booked,medium-term
941803,Bang Kapi,13.7703,100.63148,Private room,1905,1,0,0,not booked,short-term
2516583,Yan na wa,13.71165,100.54957,Entire home/apt,1500,60,1,0,booked,long-term
2390092,Huai Khwang,13.77302,100.57755,Private room,1212,1,0,0,not booked,short-term
2394858,Sathon,13.72062,100.54707,Entire home/apt,600,1,146,3,popular,short-term
2516683,Bang Rak,13.73155,100.52129,Private room,3700,30,6,0,booked,long-term
2517068,Bang Rak,13.7334,100.52328,Private room,900,30,4,0,booked,long-term
2526869,Bang Rak,13.73391,100.52297,Private room,1500,30,6,1,booked,long-term
2526921,Bang Rak,13.73205,100.5234,Private room,1500,30,4,0,booked,long-term
2533574,Phaya Thai,13.78756,100.55304,Entire home/apt,3000,1,0,0,not booked,short-term
1495539,Huai Khwang,13.79654,100.57543,Entire home/apt,2500,2,0,0,not booked,short-term
2541148,Phra Khanong,13.70488,100.60475,Entire home/apt,900,7,10,0,booked,medium-term
2542746,Khlong Toei,13.72635,100.57211,Entire home/apt,2123,3,210,18,popular,short-term
1507375,Vadhana,13.70714,100.60281,Entire home/apt,2236,1,0,0,not booked,short-term
2401250,Phra Khanong,13.69011,100.60844,Entire home/apt,2275,7,12,0,booked,medium-term
2401426,Sathon,13.72065,100.54713,Entire home/apt,736,1,120,1,popular,short-term
2547082,Bang Rak,13.73386,100.52322,Private room,2100,30,0,0,not booked,long-term
2548283,Bang Rak,13.73227,100.52112,Private room,2743,30,3,0,booked,long-term
2548310,Bang Rak,13.7319,100.52202,Private room,1900,30,10,1,booked,long-term
2554437,Suanluang,13.7141,100.64207,Entire home/apt,1004,3,0,0,not booked,short-term
2561402,Khlong Toei,13.73833,100.55635,Private room,1347,2,40,1,popular,short-term
2578949,Chatu Chak,13.81674,100.56603,Private room,1200,30,0,0,not booked,long-term
2407073,Din Daeng,13.78653,100.56912,Private room,2000,1,23,0,booked,short-term
2407610,Khlong Toei,13.73892,100.55673,Entire home/apt,1850,2,6,0,booked,short-term
1515778,Vadhana,13.70992,100.59918,Shared room,712,2,1,0,booked,short-term
1522068,Chatu Chak,13.84279,100.56287,Entire home/apt,2236,2,215,29,popular,short-term
1526123,Vadhana,13.73767,100.58381,Entire home/apt,1712,2,41,1,popular,short-term
2579342,Bang Rak,13.73217,100.52297,Private room,2743,30,1,0,booked,long-term
2586938,Bang Rak,13.73352,100.52143,Private room,2686,30,2,0,booked,long-term
2409441,Bang Na,13.65487,100.64337,Private room,1732,15,1,0,booked,long-term
2413865,Din Daeng,13.7863,100.57026,Private room,943,1,5,2,booked,short-term
2587195,Bang Rak,13.73418,100.5226,Private room,1957,30,3,1,booked,long-term
2590896,Bang Sue,13.83165,100.52765,Private room,418,2,0,0,not booked,short-term
2426432,Khlong San,13.72075,100.50354,Entire home/apt,2226,365,39,0,popular,long-term
2432614,Suanluang,13.72376,100.61804,Entire home/apt,1974,10,6,0,booked,medium-term
1526625,Bang Rak,13.73232,100.52657,Entire home/apt,2701,1,239,0,popular,short-term
2604242,Bang Na,13.66352,100.64885,Entire home/apt,950,3,23,4,booked,short-term
1547429,Saphan Sung,13.73667,100.69141,Entire home/apt,10355,1,0,0,not booked,short-term
2604483,Bang Na,13.66375,100.64965,Entire home/apt,950,30,41,2,popular,long-term
2433970,Vadhana,13.70811,100.60112,Shared room,400,1,4,0,booked,short-term
2609081,Khan Na Yao,13.81891,100.66408,Entire home/apt,1300,360,37,1,popular,long-term
2434974,Huai Khwang,13.75806,100.56938,Entire home/apt,4161,3,195,4,popular,short-term
2437576,Khlong San,13.72219,100.50517,Entire home/apt,2009,180,35,0,popular,long-term
2637770,Yan na wa,13.67892,100.5265,Entire home/apt,1800,3,0,0,not booked,short-term
2446205,Parthum Wan,13.73982,100.5406,Entire home/apt,1004,23,2,0,booked,long-term
2646840,Chatu Chak,13.80556,100.56883,Entire home/apt,590,6,24,3,booked,medium-term
2454945,Bang Rak,13.73167,100.52116,Private room,2650,30,4,0,booked,long-term
2455101,Bang Rak,13.7344,100.52201,Private room,1900,30,18,3,booked,long-term
1560067,Sathon,13.72053,100.53854,Entire home/apt,1177,180,87,0,popular,long-term
1571204,Sathon,13.72052,100.54682,Entire home/apt,1400,1,300,4,popular,short-term
1585084,Vadhana,13.73616,100.57224,Entire home/apt,9999,2,46,0,popular,short-term
2656886,Phra Khanong,13.70309,100.60269,Entire home/apt,1500,3,21,5,booked,short-term
1589614,Pra Wet,13.72352,100.6536,Entire home/apt,10000,1,0,0,not booked,short-term
2455998,Bang Rak,13.73337,100.52274,Private room,1500,30,10,1,booked,long-term
2461997,Din Daeng,13.78542,100.56921,Shared room,456,1,4,0,booked,short-term
2657480,Phra Khanong,13.70482,100.60336,Entire home/apt,1900,3,16,3,booked,short-term
2682899,Vadhana,13.7361,100.5704,Entire home/apt,9999,2,25,2,booked,short-term
2708302,Phaya Thai,13.79203,100.54336,Entire home/apt,1457,30,153,0,popular,long-term
2467902,Bang Rak,13.72153,100.5286,Entire home/apt,1212,5,25,0,booked,medium-term
2468232,Khlong San,13.72185,100.50663,Entire home/apt,1039,84,25,0,booked,long-term
2468256,Bang Rak,13.73208,100.52062,Private room,1500,30,7,0,booked,long-term
2468803,Bang Rak,13.73397,100.52272,Private room,2100,30,7,0,booked,long-term
2469023,Bang Rak,13.73229,100.52286,Private room,1700,30,5,0,booked,long-term
1625274,Khlong Toei,13.72752,100.55957,Entire home/apt,2000,2,65,1,popular,short-term
1629978,Bang Rak,13.73244,100.52204,Private room,1800,30,21,0,booked,long-term
1630348,Sathon,13.71711,100.51524,Shared room,490,2,27,0,booked,short-term
1630813,Bang Rak,13.73232,100.52336,Private room,2700,30,8,0,booked,long-term
1630920,Bang Rak,13.73241,100.52168,Private room,2100,30,23,0,booked,long-term
1631106,Bang Rak,13.73195,100.52318,Private room,3657,30,33,1,popular,long-term
1638413,Sathon,13.71637,100.51592,Entire home/apt,888,100,228,0,popular,long-term
1642375,Yan na wa,13.70249,100.53757,Private room,7343,1,1,0,booked,short-term
1647608,Bang Rak,13.73288,100.52328,Private room,2450,30,15,2,booked,long-term
1657411,Lat Krabang,13.71944,100.73128,Entire home/apt,1316,1,63,0,popular,short-term
1661636,Sathon,13.72066,100.5471,Entire home/apt,800,1,193,0,popular,short-term
1662207,Bangkok Yai,13.74266,100.47679,Entire home/apt,1100,1,8,0,booked,short-term
1665776,Bangkok Yai,13.74286,100.47575,Entire home/apt,1600,1,4,0,booked,short-term
1665970,Bangkok Yai,13.74162,100.47567,Entire home/apt,1400,1,2,2,booked,short-term
1666361,Bangkok Yai,13.74308,100.47737,Entire home/apt,2700,1,1,0,booked,short-term
1685582,Sathon,13.72067,100.54706,Entire home/apt,750,1,181,8,popular,short-term
3638924,Vadhana,13.73757,100.56994,Entire home/apt,9999,2,24,2,booked,short-term
2712577,Khlong Toei,13.71747,100.5804,Private room,1300,1,1,0,booked,short-term
3639111,Suanluang,13.73749,100.63279,Private room,8000,1,14,0,booked,short-term
3656982,Suanluang,13.73618,100.63117,Private room,950,1,13,0,booked,short-term
3704045,Bang Na,13.68401,100.61513,Entire home/apt,1905,2,60,10,popular,short-term
3706125,Suanluang,13.72351,100.61641,Entire home/apt,1835,10,0,0,not booked,medium-term
