id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,number_of_reviews_ltm,type,stay_category
9238937,Bang Rak,13.7231,100.53107,Entire home/apt,1074,30,10,0,booked,long-term
10262184,Parthum Wan,13.7398,100.54102,Entire home/apt,3177,2,72,15,popular,short-term
10264628,Bang Khae,13.70963,100.39623,Private room,737,7,13,2,booked,medium-term
10264791,Phra Khanong,13.69323,100.60703,Private room,1558,1,4,0,booked,short-term
9240132,Suanluang,13.73379,100.62639,Private room,800,1,1,0,booked,short-term
9708142,Bang Khen,13.87123,100.60398,Entire home/apt,1500,3,0,0,not booked,short-term
10274477,Ratchathewi,13.75445,100.53226,Shared room,320,1,17,0,booked,short-term
9718460,Suanluang,13.73015,100.64126,Private room,1500,3,0,0,not booked,short-term
10276793,Chom Thong,13.71518,100.46875,Entire home/apt,2078,3,14,0,booked,short-term
9718785,Bang Rak,13.72544,100.52904,Private room,1100,1,19,0,booked,short-term
9719192,Vadhana,13.73517,100.57555,Entire home/apt,1576,1,212,5,popular,short-term
9240476,Min Buri,13.80155,100.71316,Private room,1800,1,0,0,not booked,short-term
10284738,Din Daeng,13.78113,100.57354,Private room,1057,30,0,0,not booked,long-term
9241938,Bang Rak,13.72669,100.54025,Private room,1200,1,5,1,booked,short-term
9243710,Ratchathewi,13.75445,100.53226,Private room,1200,1,6,0,booked,short-term
9244540,Ratchathewi,13.75445,100.53226,Private room,750,1,4,0,booked,short-term
9263478,Phra Khanong,13.7003,100.63028,Private room,650,2,14,2,booked,short-term
9265221,Sathon,13.71962,100.54845,Entire home/apt,1993,1,52,0,popular,short-term
9266197,Vadhana,13.74276,100.56285,Entire home/apt,610,60,78,2,popular,long-term
9271357,Vadhana,13.74442,100.55092,Private room,2719,1,16,1,booked,short-term
9719938,Bang Na,13.68122,100.60814,Private room,450,2,23,0,booked,short-term
10285589,Phra Khanong,13.67864,100.63876,Entire home/apt,750,1,3,0,booked,short-term
9721858,Vadhana,13.73972,100.57373,Entire home/apt,1300,3,82,6,popular,short-term
9725828,Phaya Thai,13.7926,100.55069,Entire home/apt,1326,1,208,26,popular,short-term
9737667,Vadhana,13.73633,100.56461,Entire home/apt,1385,21,8,0,booked,long-term
9738573,Khlong Toei,13.72393,100.57743,Private room,1557,4,19,17,booked,medium-term
9739922,Chatu Chak,13.80302,100.57238,Private room,850,3,2,0,booked,short-term
9283605,Sathon,13.71622,100.53094,Entire home/apt,1385,2,64,2,popular,short-term
9283994,Ratchathewi,13.75631,100.53341,Entire home/apt,3000,30,8,0,booked,long-term
9285303,Huai Khwang,13.7582,100.56586,Entire home/apt,1832,2,94,11,popular,short-term
9286334,Phaya Thai,13.79238,100.54916,Entire home/apt,1333,1,158,25,popular,short-term
9286547,Parthum Wan,13.75056,100.52016,Hotel room,1785,1,19,0,booked,short-term
10299734,Huai Khwang,13.7528,100.5777,Entire home/apt,926,60,1,0,booked,long-term
9288596,Sathon,13.71696,100.51734,Entire home/apt,1600,30,27,0,booked,long-term
9290157,Phaya Thai,13.79304,100.54897,Entire home/apt,1422,1,214,44,popular,short-term
9306472,Sathon,13.71961,100.5486,Entire home/apt,1730,1,44,19,popular,short-term
9322134,Khlong Toei,13.72956,100.56597,Entire home/apt,8658,1,0,0,not booked,short-term
9326262,Khlong Toei,13.72394,100.5791,Private room,1999,3,7,1,booked,short-term
9748005,Yan na wa,13.71733,100.5491,Private room,1009,2,0,0,not booked,short-term
10306737,Suanluang,13.71294,100.64336,Entire home/apt,693,1,0,0,not booked,short-term
9766252,Khlong Toei,13.72572,100.56979,Entire home/apt,1700,7,55,8,popular,medium-term
9332956,Khlong San,13.72037,100.50792,Entire home/apt,1829,30,26,2,booked,long-term
10309373,Thon buri,13.71425,100.47675,Entire home/apt,900,21,35,1,popular,long-term
10320053,Thawi Watthana,13.77312,100.40619,Entire home/apt,1500,1,4,0,booked,short-term
9335413,Rat Burana,13.6873,100.49112,Private room,693,30,3,0,booked,long-term
9344041,Vadhana,13.71356,100.59932,Entire home/apt,914,30,137,1,popular,long-term
9351994,Phasi Charoen,13.70955,100.45044,Private room,800,15,0,0,not booked,long-term
9354323,Phra Khanong,13.70138,100.63084,Private room,650,2,3,0,booked,short-term
9780896,Din Daeng,13.79533,100.56966,Private room,1200,1,0,0,not booked,short-term
9782116,Phra Nakhon,13.75223,100.50439,Shared room,450,1,51,0,popular,short-term
9786949,Phaya Thai,13.79033,100.54818,Hotel room,850,1,70,6,popular,short-term
9796666,Khlong Toei,13.72707,100.56896,Private room,1180,1,4,0,booked,short-term
10324572,Khlong Toei,13.71494,100.58759,Entire home/apt,3000,1,0,0,not booked,short-term
10369410,Bang Rak,13.72476,100.52775,Private room,1100,1,28,0,booked,short-term
9369729,Pra Wet,13.68693,100.65308,Private room,680,1,0,0,not booked,short-term
10369527,Suanluang,13.71969,100.61311,Entire home/apt,8658,5,0,0,not booked,medium-term
9394543,Parthum Wan,13.74793,100.52654,Entire home/apt,1222,25,57,6,popular,long-term
9402281,Ratchathewi,13.75833,100.54463,Hotel room,995,1,261,5,popular,short-term
9800543,Yan na wa,13.6824,100.54794,Entire home/apt,400,28,20,3,booked,long-term
10369618,Phra Khanong,13.6864,100.60705,Entire home/apt,1014,90,0,0,not booked,long-term
9802951,Khlong San,13.71826,100.50948,Entire home/apt,2200,30,1,0,booked,long-term
9815456,Khlong San,13.72343,100.49699,Private room,1757,2,0,0,not booked,short-term
9403406,Bang Rak,13.72645,100.531,Entire home/apt,1068,1,97,7,popular,short-term
9416517,Phasi Charoen,13.70999,100.45068,Private room,490,4,93,10,popular,medium-term
9416548,Chatu Chak,13.8055,100.57463,Entire home/apt,7718,2,9,0,booked,short-term
10370766,Khlong Toei,13.73259,100.56402,Private room,1200,1,35,0,popular,short-term
10376342,Din Daeng,13.76079,100.55595,Entire home/apt,866,1,0,0,not booked,short-term
9815653,Sai Mai,13.9258,100.65974,Private room,993,1,0,0,not booked,short-term
9835713,Bang Rak,13.7255,100.53019,Entire home/apt,954,1,171,7,popular,short-term
9836067,Bang Rak,13.72522,100.53239,Entire home/apt,1874,16,114,10,popular,long-term
9836503,Pra Wet,13.73213,100.69163,Private room,800,1,19,2,booked,short-term
9845391,Ratchathewi,13.75445,100.53226,Private room,2114,1,7,0,booked,short-term
9848406,Phra Nakhon,13.74749,100.49743,Private room,2160,1,8,2,booked,short-term
10395269,Parthum Wan,13.74631,100.54964,Entire home/apt,1500,60,257,0,popular,long-term
9849435,Khlong Toei,13.7115,100.59397,Hotel room,2329,1,433,19,popular,short-term
9849887,Khlong Toei,13.71296,100.59331,Hotel room,2329,1,383,2,popular,short-term
9419661,Huai Khwang,13.78677,100.5757,Entire home/apt,720,5,3,0,booked,medium-term
9420513,Chatu Chak,13.8308,100.55643,Private room,1500,1,0,0,not booked,short-term
9422151,Din Daeng,13.76164,100.56445,Private room,845,1,10,0,booked,short-term
10395706,Bang Khen,13.8785,100.59507,Entire home/apt,900,300,0,0,not booked,long-term
9435194,Parthum Wan,13.73829,100.53949,Entire home/apt,12000,7,0,0,not booked,medium-term
9453616,Lak Si,13.86939,100.57829,Private room,800,1,121,2,popular,short-term
9453790,Lak Si,13.87145,100.58039,Entire home/apt,1039,1,533,18,popular,short-term
9458258,Din Daeng,13.75768,100.56355,Entire home/apt,2136,1,95,15,popular,short-term
9853613,Chatu Chak,13.81742,100.56298,Entire home/apt,760,365,94,0,popular,long-term
10417660,Yan na wa,13.7061,100.53639,Entire home/apt,2250,4,72,16,popular,medium-term
9857294,Phra Nakhon,13.75459,100.49712,Hotel room,2194,1,42,0,popular,short-term
10460554,Khlong Toei,13.70566,100.59812,Private room,3000,1,0,0,not booked,short-term
10461328,Bueng Kum,13.78327,100.67007,Entire home/apt,743,5,165,9,popular,medium-term
9867568,Thon buri,13.71492,100.47788,Entire home/apt,444,90,0,0,not booked,long-term
9458457,Phra Khanong,13.68482,100.60601,Private room,825,30,2,1,booked,long-term
9464686,Vadhana,13.74692,100.56577,Entire home/apt,1484,365,1,0,booked,long-term
10465278,Vadhana,13.74319,100.55458,Entire home/apt,1281,23,7,0,booked,long-term
9465632,Phasi Charoen,13.72089,100.45985,Entire home/apt,346,180,0,0,not booked,long-term
9868864,Din Daeng,13.78367,100.57166,Private room,1300,30,0,0,not booked,long-term
10477900,Khlong San,13.71872,100.50847,Entire home/apt,8714,24,65,0,popular,long-term
9869583,Din Daeng,13.7784,100.56955,Entire home/apt,600,1,28,2,booked,short-term
10480233,Vadhana,13.74176,100.56219,Entire home/apt,1650,30,107,4,popular,long-term
9466201,Khlong Toei,13.72516,100.5765,Entire home/apt,2000,7,11,3,booked,medium-term
9466461,Phasi Charoen,13.70978,100.44926,Entire home/apt,395,30,7,5,booked,long-term
10481113,Bang Na,13.67394,100.60699,Private room,2000,29,0,0,not booked,long-term
9468871,Khlong Toei,13.72407,100.55953,Entire home/apt,1200,90,16,2,booked,long-term
9478910,Vadhana,13.7209,100.58372,Private room,1999,1,0,0,not booked,short-term
9479109,Sathon,13.70709,100.52835,Entire home/apt,1108,20,13,5,booked,long-term
9479689,Bangkok Noi,13.76297,100.47341,Private room,450,30,5,0,booked,long-term
9872492,Phra Khanong,13.69332,100.60546,Entire home/apt,2450,1,0,0,not booked,short-term
9886497,Phra Khanong,13.69953,100.60774,Private room,772,1,16,0,booked,short-term
10481353,Khlong San,13.73465,100.5036,Entire home/apt,1590,1,155,0,popular,short-term
9889289,Khlong San,13.72277,100.49696,Entire home/apt,1300,28,20,0,booked,long-term
9488085,Chatu Chak,13.81657,100.57101,Private room,667,2,66,10,popular,short-term
10487501,Sathon,13.72328,100.54539,Private room,871,1,133,5,popular,short-term
10500566,Phra Khanong,13.70482,100.60292,Entire home/apt,1039,28,309,0,popular,long-term
9501677,Khlong San,13.72364,100.49815,Entire home/apt,1300,1,298,22,popular,short-term
10504942,Khlong Toei,13.706,100.59947,Private room,2050,1,0,0,not booked,short-term
10511711,Phaya Thai,13.78822,100.54807,Hotel room,850,1,82,0,popular,short-term
10511987,Nong Khaem,13.69415,100.36831,Private room,450,1,0,0,not booked,short-term
9502628,Phra Nakhon,13.76176,100.50228,Private room,750,1,146,22,popular,short-term
9515026,Samphanthawong,13.73972,100.51294,Entire home/apt,2300,2,331,36,popular,short-term
9516446,Khlong Toei,13.72868,100.56023,Entire home/apt,658,28,7,5,booked,long-term
9517341,Vadhana,13.73709,100.56302,Private room,3799,7,0,0,not booked,medium-term
9517589,Vadhana,13.73921,100.55889,Private room,2299,7,0,0,not booked,medium-term
9890452,Vadhana,13.73557,100.58213,Private room,3463,1,0,0,not booked,short-term
9897955,Suanluang,13.71196,100.60356,Entire home/apt,950,30,15,5,booked,long-term
9517779,Parthum Wan,13.74409,100.548,Private room,3299,7,0,0,not booked,medium-term
10512386,Bang Rak,13.7251,100.53016,Entire home/apt,935,2,140,16,popular,short-term
9518506,Parthum Wan,13.74557,100.54882,Private room,6008,7,0,0,not booked,medium-term
10514530,Khlong Toei,13.72762,100.57003,Entire home/apt,2800,2,68,15,popular,short-term
9519042,Bang Kapi,13.76193,100.64837,Private room,1299,30,0,0,not booked,long-term
9534223,Khlong Toei,13.72415,100.5756,Entire home/apt,1457,2,183,15,popular,short-term
9534453,Pom Prap Sattru Phai,13.75312,100.50638,Private room,2900,1,2,0,booked,short-term
9534856,Khlong Toei,13.71327,100.58594,Entire home/apt,1000,1,87,4,popular,short-term
9535832,Vadhana,13.73515,100.57426,Entire home/apt,999,1,149,14,popular,short-term
9910871,Bang Na,13.66479,100.60375,Entire home/apt,1100,30,20,1,booked,long-term
10529822,Ratchathewi,13.76275,100.54083,Private room,2424,5,0,0,not booked,medium-term
9911548,Phaya Thai,13.79127,100.54814,Entire home/apt,1800,5,15,0,booked,medium-term
9537768,Chatu Chak,13.83118,100.56137,Entire home/apt,1100,10,12,0,booked,medium-term
10575834,Wang Thong Lang,13.77134,100.62777,Private room,790,1,7,1,booked,short-term
9540612,Ratchathewi,13.75003,100.52629,Entire home/apt,1351,25,37,1,popular,long-term
10627423,Bang Khae,13.70785,100.37433,Private room,495,1,2,0,booked,short-term
10629398,Chatu Chak,13.81663,100.56946,Private room,710,2,78,12,popular,short-term
9912499,Phaya Thai,13.78253,100.54116,Entire home/apt,600,28,194,5,popular,long-term
10577712,Din Daeng,13.78559,100.57267,Private room,3463,3,8,0,booked,short-term
10578553,Yan na wa,13.71757,100.55011,Private room,935,3,6,0,booked,short-term
9916480,Chatu Chak,13.82823,100.56821,Entire home/apt,1199,30,1,0,booked,long-term
10629515,Din Daeng,13.76227,100.55428,Shared room,348,1,2,0,booked,short-term
10636958,Chatu Chak,13.81671,100.56938,Private room,696,2,27,9,booked,short-term
10637249,Phra Khanong,13.69719,100.60678,Entire home/apt,550,30,104,6,popular,long-term
10579731,Vadhana,13.73233,100.58235,Private room,900,1,67,0,popular,short-term
10637967,Pra Wet,13.67701,100.65218,Entire home/apt,780,30,0,0,not booked,long-term
10649844,Bang Sue,13.82845,100.52916,Entire home/apt,1809,1,163,35,popular,short-term
9917169,Vadhana,13.72882,100.57318,Shared room,380,2,153,7,popular,short-term
10587908,Huai Khwang,13.75429,100.56751,Entire home/apt,700,30,12,0,booked,long-term
10599166,Ratchathewi,13.75067,100.54659,Hotel room,5929,1,3,0,booked,short-term
10601342,Ratchathewi,13.7538,100.53165,Private room,3463,15,0,0,not booked,long-term
9929810,Pra Wet,13.724123,100.692238,Entire home/apt,800,2,16,4,booked,short-term
10660455,Khlong Toei,13.72912,100.57004,Private room,1400,1,4,0,booked,short-term
10603500,Bang Kho laen,13.69985,100.52592,Entire home/apt,499,1,86,4,popular,short-term
10612055,Phra Khanong,13.68534,100.60358,Private room,1100,1,0,0,not booked,short-term
10624983,Bang Rak,13.72538,100.53183,Entire home/apt,1068,1,85,5,popular,short-term
9933807,Chatu Chak,13.8334,100.56897,Private room,860,2,3,0,booked,short-term
9934031,Phra Khanong,13.68597,100.6038,Entire home/apt,590,30,1,0,booked,long-term
10661695,Khlong Toei,13.72063,100.57793,Entire home/apt,3019,10,28,4,booked,medium-term
11238709,Bang Rak,13.72559,100.53223,Entire home/apt,1874,16,104,6,popular,long-term
11248101,Lat Krabang,13.72303,100.71863,Private room,1250,30,0,0,not booked,long-term
10663980,Bang Na,13.67564,100.59988,Entire home/apt,1700,3,51,5,popular,short-term
9934104,Phaya Thai,13.79057,100.5409,Private room,1000,30,1,0,booked,long-term
11262850,Bang Kho laen,13.69934,100.51505,Private room,1300,1,0,0,not booked,short-term
9935356,Bang Na,13.68214,100.61108,Entire home/apt,950,90,12,0,booked,long-term
9935839,Bang Rak,13.72577,100.53225,Entire home/apt,954,1,41,12,popular,short-term
10670207,Chatu Chak,13.84528,100.56206,Private room,2251,1,3,0,booked,short-term
11263516,Khlong Toei,13.71331,100.59292,Entire home/apt,809,8,74,8,popular,medium-term
10671030,Phra Khanong,13.70254,100.6134,Private room,1200,1,0,0,not booked,short-term
9944024,Bangkok Noi,13.76367,100.47495,Shared room,400,1,3,0,booked,short-term
9944717,Phra Nakhon,13.75329,100.50435,Shared room,650,1,0,0,not booked,short-term
9945704,Ratchathewi,13.75063,100.54665,Hotel room,5229,1,9,0,booked,short-term
9980246,Phra Khanong,13.69259,100.61377,Entire home/apt,786,1,37,2,popular,short-term
9980472,Lak Si,13.85534,100.54531,Private room,999,1,0,0,not booked,short-term
11266653,Yan na wa,13.71758,100.54935,Private room,935,2,35,10,popular,short-term
9980491,Don Mueang,13.91574,100.58142,Private room,346,30,8,0,booked,long-term
9980926,Lak Si,13.89183,100.5611,Private room,880,1,0,0,not booked,short-term
10673643,Chatu Chak,13.80847,100.56923,Private room,3463,2,0,0,not booked,short-term
11269875,Bang Kho laen,13.69871,100.52831,Entire home/apt,930,2,5,1,booked,short-term
11271241,Bang Kho laen,13.69946,100.52726,Entire home/apt,920,2,5,0,booked,short-term
11281361,Thon buri,13.71373,100.46999,Entire home/apt,800,14,11,0,booked,medium-term
10675001,Dusit,13.78098,100.50653,Private room,1039,1,0,0,not booked,short-term
10685771,Din Daeng,13.76366,100.56588,Private room,750,1,0,0,not booked,short-term
9988874,Parthum Wan,13.74903,100.53951,Entire home/apt,1436,365,41,0,popular,long-term
11284776,Phra Khanong,13.68652,100.60515,Entire home/apt,762,183,0,0,not booked,long-term
9997128,Phaya Thai,13.78979,100.54466,Private room,1385,1,2,0,booked,short-term
9999946,Vadhana,13.73491,100.5882,Private room,1732,1,0,0,not booked,short-term
10692058,Din Daeng,13.78805,100.5725,Entire home/apt,1929,1,8,4,booked,short-term
11284781,Phaya Thai,13.77551,100.54438,Entire home/apt,2100,1,235,13,popular,short-term
11284955,Phaya Thai,13.77551,100.54438,Entire home/apt,1050,1,171,9,popular,short-term
11286562,Vadhana,13.73181,100.58656,Entire home/apt,3216,5,0,0,not booked,medium-term
10694634,Vadhana,13.72468,100.5843,Entire home/apt,3400,21,0,0,not booked,long-term
10706913,Phaya Thai,13.78828,100.5537,Private room,826,1,94,0,popular,short-term
11632636,Suanluang,13.73648,100.64561,Entire home/apt,1643,30,0,0,not booked,long-term
11287949,Phaya Thai,13.78939,100.54802,Hotel room,850,1,8,0,booked,short-term
10708042,Chatu Chak,13.81847,100.56592,Entire home/apt,1200,1,12,1,booked,short-term
11288172,Bang Kapi,13.76191,100.64845,Private room,2089,1,0,0,not booked,short-term
10708902,Chatu Chak,13.80776,100.58329,Entire home/apt,4000,1,24,0,booked,short-term
10708996,Chatu Chak,13.80748,100.58204,Entire home/apt,2500,1,11,1,booked,short-term
11635381,Sathon,13.72056,100.52902,Entire home/apt,3757,2,43,5,popular,short-term
11304565,Rat Burana,13.67712,100.51491,Private room,658,1,16,0,booked,short-term
10709131,Chatu Chak,13.81699,100.56292,Entire home/apt,760,700,61,0,popular,long-term
11313019,Vadhana,13.72475,100.5808,Entire home/apt,18000,4,34,0,popular,medium-term
10710165,Vadhana,13.71757,100.60464,Private room,1000,1,0,0,not booked,short-term
11641451,Phra Khanong,13.700679779052734,100.59365844726562,Private room,956,1,0,0,not booked,short-term
11327512,Sathon,13.72074,100.52871,Entire home/apt,3757,2,56,7,popular,short-term
11328966,Vadhana,13.74641,100.55409,Entire home/apt,5500,3,1,0,booked,short-term
10711039,Vadhana,13.72019,100.58702,Private room,3000,30,0,0,not booked,long-term
10712227,Vadhana,13.74076,100.55956,Entire home/apt,1480,4,21,11,booked,medium-term
10713446,Vadhana,13.72872,100.57371,Private room,2000,1,0,0,not booked,short-term
10734193,Vadhana,13.72607,100.60417,Entire home/apt,4500,1,0,0,not booked,short-term
10740411,Bang Na,13.66837,100.65105,Entire home/apt,1500,28,6,2,booked,long-term
11329113,Phra Nakhon,13.75352,100.50219,Shared room,420,1,8,0,booked,short-term
11334516,Phaya Thai,13.78813,100.54947,Hotel room,1290,1,3,0,booked,short-term
11334536,Phaya Thai,13.78985,100.54995,Hotel room,850,1,2,0,booked,short-term
11337267,Khlong Toei,13.71413,100.59041,Private room,830,90,27,0,booked,long-term
10740502,Phaya Thai,13.78985,100.55172,Private room,875,30,0,0,not booked,long-term
11645622,Bang Na,13.66141,100.6106,Entire home/apt,765,3,0,0,not booked,short-term
11345361,Parthum Wan,13.74685,100.52804,Entire home/apt,1000,90,23,0,booked,long-term
11355541,Bang Na,13.65512,100.6456,Entire home/apt,458,15,18,2,booked,long-term
11657716,Thon buri,13.71204,100.46914,Private room,1099,2,1,0,booked,short-term
11661779,Din Daeng,13.77077,100.57118,Entire home/apt,890,1,1,0,booked,short-term
11362504,Yan na wa,13.71778,100.55049,Entire home/apt,1100,7,39,3,popular,medium-term
11667190,Huai Khwang,13.74747,100.56844,Private room,1200,180,0,0,not booked,long-term
10780464,Vadhana,13.7305,100.57616,Entire home/apt,1286,7,54,9,popular,medium-term
10792666,Bang Kapi,13.78347,100.63563,Private room,519,1,1,0,booked,short-term
10794342,Bang Kapi,13.78926,100.63086,Entire home/apt,3735,2,1,0,booked,short-term
10795653,Bang Kapi,13.78441,100.63556,Private room,623,1,0,0,not booked,short-term
10810120,Bang Kapi,13.78483,100.63532,Private room,490,1,2,0,booked,short-term
10810134,Bang Kapi,13.78314,100.63376,Private room,490,1,0,0,not booked,short-term
11362562,Phaya Thai,13.79014,100.55027,Hotel room,850,1,13,0,booked,short-term
11372216,Bang Na,13.66158,100.61205,Entire home/apt,459,15,33,8,popular,long-term
11384598,Vadhana,13.7298,100.58049,Entire home/apt,714,1,1,0,booked,short-term
10812219,Phaya Thai,13.77551,100.54438,Entire home/apt,1050,1,88,5,popular,short-term
10825247,Phaya Thai,13.79021,100.54793,Entire home/apt,850,1,197,13,popular,short-term
10842468,Suanluang,13.70789,100.60555,Entire home/apt,1200,1,1,0,booked,short-term
10842493,Samphanthawong,13.73663,100.51472,Hotel room,1700,1,2,1,booked,short-term
10843085,Khlong Toei,13.72246,100.56561,Entire home/apt,700,1,3,0,booked,short-term
10864783,Chatu Chak,13.84016,100.57355,Entire home/apt,1000,365,0,0,not booked,long-term
10891357,Phaya Thai,13.78862,100.5501,Entire home/apt,850,1,261,6,popular,short-term
11667489,Bang Kapi,13.7662,100.66344,Private room,1000,1,0,0,not booked,short-term
11668222,Vadhana,13.73195,100.58062,Entire home/apt,743,2,35,18,popular,short-term
11670540,Ratchathewi,13.75284,100.53124,Shared room,500,1,4,1,booked,short-term
10911055,Phaya Thai,13.79551,100.55095,Shared room,400,1,24,1,booked,short-term
11387357,Vadhana,13.72988,100.5825,Entire home/apt,1122,1,1,0,booked,short-term
10914042,Phaya Thai,13.7889,100.54794,Entire home/apt,850,1,14,1,booked,short-term
10914744,Phaya Thai,13.7883,100.54838,Hotel room,850,1,16,0,booked,short-term
11677929,Suanluang,13.7076,100.62504,Entire home/apt,693,1,7,0,booked,short-term
11679356,Bang Rak,13.73373,100.52154,Private room,700,30,3,0,booked,long-term
11387557,Vadhana,13.73084,100.58066,Entire home/apt,1428,1,0,0,not booked,short-term
11398764,Phra Khanong,13.69991,100.59435,Private room,956,1,11,0,booked,short-term
11398803,Bang Sue,13.80504,100.52387,Entire home/apt,1300,90,7,0,booked,long-term
11398955,Pra Wet,13.73133,100.69904,Entire home/apt,491,4,38,15,popular,medium-term
11682439,Phra Nakhon,13.75468,100.50193,Hotel room,790,1,1,0,booked,short-term
11401546,Phra Khanong,13.69571,100.60594,Private room,990,1,0,0,not booked,short-term
11406119,Bang Rak,13.72461,100.53366,Private room,3000,2,0,0,not booked,short-term
11685379,Chom Thong,13.71315,100.46593,Private room,500,14,30,8,booked,medium-term
11702108,Wang Thong Lang,13.76326,100.61702,Private room,1500,3,0,0,not booked,short-term
10932503,Huai Khwang,13.76492,100.56955,Entire home/apt,1558,1,0,0,not booked,short-term
10932979,Phaya Thai,13.78854,100.5502,Entire home/apt,850,1,98,2,popular,short-term
10934346,Phra Nakhon,13.75861,100.49488,Private room,1699,1,5,0,booked,short-term
11411099,Khlong Toei,13.70653,100.59784,Private room,850,3,0,0,not booked,short-term
10934702,Phra Nakhon,13.75854,100.49534,Private room,1699,1,35,0,popular,short-term
10935422,Bang Khen,13.891,100.60753,Private room,450,1,2,0,booked,short-term
10936884,Phra Nakhon,13.7563,100.49504,Private room,4000,1,10,0,booked,short-term
10949033,Ratchathewi,13.75289,100.53121,Shared room,500,1,72,2,popular,short-term
10958141,Phra Khanong,13.69158,100.61383,Entire home/apt,762,150,2,0,booked,long-term
11704547,Bang Na,13.66706,100.65242,Entire home/apt,500,5,31,4,booked,medium-term
11708077,Huai Khwang,13.7434,100.59337,Entire home/apt,9350,3,30,0,booked,short-term
11718353,Vadhana,13.74567,100.55694,Entire home/apt,3100,21,24,2,booked,long-term
11422901,Vadhana,13.71327,100.60187,Entire home/apt,1000,7,2,0,booked,medium-term
11425056,Huai Khwang,13.7449,100.58784,Entire home/apt,1100,1,0,0,not booked,short-term
11722553,Phasi Charoen,13.69394,100.4307,Private room,2200,1,0,0,not booked,short-term
11427334,Sathon,13.71657,100.53146,Entire home/apt,2078,2,22,0,booked,short-term
11442492,Saphan Sung,13.75275,100.70146,Entire home/apt,999,1,0,0,not booked,short-term
11722665,Pom Prap Sattru Phai,13.75784,100.5079,Entire home/apt,899,1,181,13,popular,short-term
11729314,Bang Rak,13.72056,100.51354,Private room,12000,1,0,0,not booked,short-term
11742314,Phaya Thai,13.78976,100.55033,Private room,826,1,129,1,popular,short-term
11742537,Vadhana,13.73781,100.57183,Entire home/apt,9999,2,2,0,booked,short-term
11744420,Ratchathewi,13.75883,100.54322,Hotel room,1497,1,124,2,popular,short-term
11745937,Phra Nakhon,13.75749,100.49476,Entire home/apt,4500,1,22,1,booked,short-term
11746507,Phra Nakhon,13.75823,100.49626,Entire home/apt,4500,1,36,6,popular,short-term
11753619,Don Mueang,13.88852,100.59296,Private room,911,1,451,3,popular,short-term
10973926,Sathon,13.72214,100.55029,Private room,3977,1,0,0,not booked,short-term
11443057,Din Daeng,13.75626,100.56208,Entire home/apt,1045,30,5,2,booked,long-term
10975245,Vadhana,13.74009,100.55741,Entire home/apt,3318,35,9,0,booked,long-term
11760171,Huai Khwang,13.75525,100.57643,Entire home/apt,1000,30,2,0,booked,long-term
11763947,Ratchathewi,13.75028,100.52632,Entire home/apt,1350,29,36,4,popular,long-term
11450866,Bang Kapi,13.74928,100.6066,Entire home/apt,860,3,27,0,booked,short-term
11764443,Vadhana,13.71306,100.60029,Entire home/apt,885,31,34,4,popular,long-term
11778899,Bang Rak,13.72368,100.52423,Entire home/apt,2954,1,120,23,popular,short-term
11778915,Khlong San,13.72494,100.49627,Entire home/apt,1200,1,40,7,popular,short-term
11781761,Vadhana,13.73841,100.58389,Entire home/apt,1543,1,51,10,popular,short-term
10981719,Phra Khanong,13.69113,100.61148,Private room,850,1,0,0,not booked,short-term
11463487,Lat Krabang,13.72275,100.76368,Shared room,390,1,3,0,booked,short-term
10981993,Vadhana,13.70965,100.59973,Entire home/apt,550,14,14,0,booked,medium-term
11002165,Vadhana,13.71429,100.60092,Entire home/apt,550,10,9,0,booked,medium-term
11784994,Vadhana,13.73577,100.58431,Entire home/apt,2700,4,54,6,popular,medium-term
11463605,Lat Krabang,13.72278,100.76429,Shared room,390,1,19,0,booked,short-term
11463631,Lat Krabang,13.72293,100.76385,Shared room,390,1,1,0,booked,short-term
11463682,Lat Krabang,13.72301,100.76446,Shared room,390,1,0,0,not booked,short-term
11463737,Lat Krabang,13.72301,100.76451,Shared room,390,1,0,0,not booked,short-term
11463777,Lat Krabang,13.72286,100.76387,Shared room,390,1,0,0,not booked,short-term
11463842,Lat Krabang,13.72093,100.76454,Shared room,390,1,0,0,not booked,short-term
11463875,Lat Krabang,13.72295,100.76525,Shared room,390,1,9,0,booked,short-term
11463917,Lat Krabang,13.72067,100.76458,Shared room,390,1,2,0,booked,short-term
11463979,Lat Krabang,13.72109,100.76556,Shared room,390,1,0,0,not booked,short-term
11471899,Vadhana,13.73975,100.58551,Entire home/apt,800,365,0,0,not booked,long-term
11802705,Parthum Wan,13.73707,100.51966,Private room,820,1,20,0,booked,short-term
11803528,Bang Rak,13.73581,100.51925,Private room,890,1,5,0,booked,short-term
11803706,Parthum Wan,13.73761,100.51914,Private room,1250,1,0,0,not booked,short-term
11803832,Parthum Wan,13.73708,100.51975,Shared room,331,1,2,0,booked,short-term
11007169,Bang Sue,13.83404,100.52483,Private room,530,3,0,0,not booked,short-term
11008291,Sathon,13.71961,100.5486,Entire home/apt,2995,1,53,4,popular,short-term
11472358,Chatu Chak,13.81739,100.5661,Entire home/apt,1900,30,0,0,not booked,long-term
11479318,Din Daeng,13.78038,100.57348,Entire home/apt,699,2,149,9,popular,short-term
11034218,Bang Kapi,13.7625,100.63923,Private room,3000,365,0,0,not booked,long-term
